rt,stimulus,response,type_of_trial,subject,trial_type,trial_index,time_elapsed,internal_node_id,run_id,condition,recorded_at,source_code_version,ip,user_agent,device,browser,browser_version,platform,platform_version,all_responses,accuracy,words,clue,board,pragmatics,accessibility,clue_type,question_order
null,<p style='font-size: 48px;'>+</p>,null,fixation,12523,html-keyboard-response,47,488668,0.0-3.0-0.18,9,3,2/23/23 0:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Macintosh,Chrome,110.0.0.0,OS X,10_15_7,,,,,,,,,
20089,MEGA,"[""BYTE"",""COMMUTE""]",,12523,connector,48,508759,0.0-3.0-1.18,9,3,2/23/23 0:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Macintosh,Chrome,110.0.0.0,OS X,10_15_7,"[""BYTE"",""COMMUTE""]",0,byte-graphics,mega,"[""ENTRY"",""EARS"",""COMMUTE"",""MAGGOT"",""DESTROYED"",""CHATTY"",""OFFLINE"",""THIRD"",""FIDDLER"",""CHRONIC"",""UPSTANDING"",""UNSTABLE"",""FAR"",""GRAPHICS"",""BYTE"",""CLAUSE"",""SPICE"",""STABLE"",""SKEPTICAL"",""BULLET""]",0.0000866,89,high_a_low_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,12523,html-keyboard-response,49,509772,0.0-3.0-0.19,9,3,2/23/23 0:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Macintosh,Chrome,110.0.0.0,OS X,10_15_7,,,,,,,,,
9296,ANNOYANCE,"[""MALEVOLENT"",""BRAMBLE""]",,12523,connector,50,519073,0.0-3.0-1.19,9,3,2/23/23 0:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Macintosh,Chrome,110.0.0.0,OS X,10_15_7,"[""MALEVOLENT"",""BRAMBLE""]",0,vent-oxygen,annoyance,"[""MALEVOLENT"",""CHOWDER"",""PLANES"",""ROOKIE"",""POINTY"",""MONEY"",""SCANDAL"",""NEWBIE"",""BOOGIE"",""EYES"",""CORNER"",""ENLARGE"",""SEASONING"",""APPLY"",""VENT"",""OXYGEN"",""BRAMBLE"",""AUDITORIUM"",""OBLIGATORY"",""GINGERBREAD""]",0.0000881,2,low_a_low_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,12523,html-keyboard-response,51,520083,0.0-3.0-0.20,9,3,2/23/23 0:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Macintosh,Chrome,110.0.0.0,OS X,10_15_7,,,,,,,,,
8924,SHOES,"[""ATTIRE"",""WALKWAY""]",,12523,connector,52,529014,0.0-3.0-1.20,9,3,2/23/23 0:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Macintosh,Chrome,110.0.0.0,OS X,10_15_7,"[""ATTIRE"",""WALKWAY""]",0,baggy-suspenders,shoes,"[""ATTIRE"",""COG"",""SKEPTIC"",""ANTIBIOTIC"",""SNEAKING"",""CEREAL"",""ROBIN"",""INTELLECTUAL"",""MINGLE"",""MONK"",""SUSPENDERS"",""BAGGY"",""SCYTHE"",""BUMPS"",""WALKWAY"",""PRESCHOOL"",""TEASE"",""DISCUS"",""WEIGHTLESS"",""AFFIRMATIVE""]",0.0000862,44,high_a_low_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,12523,html-keyboard-response,53,530020,0.0-3.0-0.21,9,3,2/23/23 0:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Macintosh,Chrome,110.0.0.0,OS X,10_15_7,,,,,,,,,
9722,TOOTHBRUSH,"[""ANATOMY"",""CROWN""]",,12523,connector,54,539747,0.0-3.0-1.21,9,3,2/23/23 0:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Macintosh,Chrome,110.0.0.0,OS X,10_15_7,"[""ANATOMY"",""CROWN""]",0,stickleback-piranha,toothbrush,"[""DRESSY"",""ENDEAVOR"",""CLARITY"",""PANCAKES"",""BREAKFAST"",""STICKLEBACK"",""PIRANHA"",""PERSON"",""WHEELCHAIR"",""PICTURESQUE"",""TESTIFY"",""RESOLUTION"",""ANATOMY"",""ATOM"",""IMITATE"",""HOMAGE"",""POND"",""TEACHER"",""CROWN"",""BREATHING""]",0.0000908,3,low_a_low_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,12523,html-keyboard-response,55,540755,0.0-3.0-0.22,9,3,2/23/23 0:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Macintosh,Chrome,110.0.0.0,OS X,10_15_7,,,,,,,,,
10084,POSSUM,"[""RACCOON"",""CREATURE""]",,12523,connector,56,550843,0.0-3.0-1.22,9,3,2/23/23 0:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Macintosh,Chrome,110.0.0.0,OS X,10_15_7,"[""RACCOON"",""CREATURE""]",1,raccoon-creature,possum,"[""RAINBOW"",""HIMSELF"",""DOPEY"",""CONNECT"",""BABBLING"",""INSTRUMENT"",""TRASHED"",""ONSET"",""RACCOON"",""OUTLANDISH"",""FORCED"",""CUB"",""WICKED"",""STUDIOS"",""ROTATE"",""REGAL"",""INVASION"",""OUTGOING"",""CREATURE"",""CONFIDANT""]",0.000171828,7,low_a_high_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,12523,html-keyboard-response,57,551849,0.0-3.0-0.23,9,3,2/23/23 0:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Macintosh,Chrome,110.0.0.0,OS X,10_15_7,,,,,,,,,
11061,REALIZE,"[""UNDERSTOOD"",""COMPREHENSION""]",,12523,connector,58,562915,0.0-3.0-1.23,9,3,2/23/23 0:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Macintosh,Chrome,110.0.0.0,OS X,10_15_7,"[""UNDERSTOOD"",""COMPREHENSION""]",1,comprehension-understood,realize,"[""POUCH"",""OUNCE"",""CUDDLE"",""SPONGE"",""DIVISION"",""COMPREHENSION"",""UNDERSTOOD"",""GRAPE"",""STAR"",""SLING"",""LETTER"",""GAIT"",""DISREGARD"",""BOWELS"",""DENOUNCE"",""FLOWERY"",""CACHE"",""PLACENTA"",""PROSECUTE"",""SCHOLAR""]",0.000154167,7,low_a_high_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,12523,html-keyboard-response,59,563924,0.0-3.0-0.24,9,3,2/23/23 0:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Macintosh,Chrome,110.0.0.0,OS X,10_15_7,,,,,,,,,
11356,PALATABLE,"[""FLAVORFUL"",""INGREDIENTS""]",,12523,connector,60,575285,0.0-3.0-1.24,9,3,2/23/23 0:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Macintosh,Chrome,110.0.0.0,OS X,10_15_7,"[""FLAVORFUL"",""INGREDIENTS""]",1,flavorful-ingredients,palatable,"[""RAG"",""THING"",""PERFECTION"",""INGREDIENTS"",""EXPLODE"",""WENT"",""SPHINX"",""RENTAL"",""TICKLE"",""WILDLIFE"",""GYMNASTICS"",""MICROWAVE"",""HOMELAND"",""CIRCUMSTANCE"",""MISSION"",""PRINCIPLE"",""COUNTRYSIDE"",""FLAVORFUL"",""RESEMBLE"",""INCENTIVE""]",0.00017849,2,low_a_high_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,12523,html-keyboard-response,61,576292,0.0-3.0-0.25,9,3,2/23/23 0:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Macintosh,Chrome,110.0.0.0,OS X,10_15_7,,,,,,,,,
31662,GLASS,"[""PRISM"",""EXTINCTION""]",,12523,connector,62,607959,0.0-3.0-1.25,9,3,2/23/23 0:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Macintosh,Chrome,110.0.0.0,OS X,10_15_7,"[""PRISM"",""PHENOMENON"",""EXTINCTION""]",0,prism-aura,glass,"[""PRISM"",""REGION"",""UNTRUE"",""COMPROMISE"",""SUSPENSE"",""GLISTEN"",""DOWNSTREAM"",""EXCEED"",""APACHE"",""NOG"",""WASHCLOTH"",""AURA"",""RODEO"",""PHENOMENON"",""EXPIRE"",""HOOT"",""DARLING"",""SUCCEED"",""PREGNANCY"",""EXTINCTION""]",0.0000895,111,high_a_low_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,12523,html-keyboard-response,63,608970,0.0-3.0-0.26,9,3,2/23/23 0:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Macintosh,Chrome,110.0.0.0,OS X,10_15_7,,,,,,,,,
9434,UNIVERSITY,"[""TUITION"",""DECEIT""]",,12523,connector,64,618409,0.0-3.0-1.26,9,3,2/23/23 0:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Macintosh,Chrome,110.0.0.0,OS X,10_15_7,"[""TUITION"",""DECEIT""]",0,tax-tuition,university,"[""CRINGE"",""ASTROLOGY"",""MANUAL"",""FOOTSTOOL"",""ASLEEP"",""PYRAMIDS"",""BELONGINGS"",""TUNES"",""ANTICIPATION"",""AMPHIBIAN"",""TUITION"",""DECEIT"",""OPPOSITE"",""GLAMOROUS"",""SHORTS"",""QUID"",""GENTLEMAN"",""HUNCH"",""SQUID"",""TAX""]",0.0000946,86,high_a_low_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,12523,html-keyboard-response,65,619422,0.0-3.0-0.27,9,3,2/23/23 0:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Macintosh,Chrome,110.0.0.0,OS X,10_15_7,,,,,,,,,
11089,CIRCUS,"[""TRAPEZE"",""CLOWNS""]",,12523,connector,66,630514,0.0-3.0-1.27,9,3,2/23/23 0:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Macintosh,Chrome,110.0.0.0,OS X,10_15_7,"[""TRAPEZE"",""CLOWNS""]",1,clowns-trapeze,circus,"[""BENCH"",""PORRIDGE"",""ADVERTISEMENT"",""CONFIRMATION"",""TRAPEZE"",""MAGPIE"",""CONTROL"",""WHIMSICAL"",""IMAGE"",""GLUTTON"",""FOAM"",""ENVISION"",""CHEAP"",""STRATEGY"",""ACRID"",""BLAME"",""BREW"",""UNSEEN"",""REFRESHMENT"",""CLOWNS""]",0.00020237,362,high_a_high_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,12523,html-keyboard-response,67,631524,0.0-3.0-0.28,9,3,2/23/23 0:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Macintosh,Chrome,110.0.0.0,OS X,10_15_7,,,,,,,,,
20388,ALOUD,"[""LOUDSPEAKER"",""BREATH""]",,12523,connector,68,651918,0.0-3.0-1.28,9,3,2/23/23 0:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Macintosh,Chrome,110.0.0.0,OS X,10_15_7,"[""LOUDSPEAKER"",""BREATH""]",0,hum-clef,aloud,"[""SMOOTHIE"",""HUM"",""LOUDSPEAKER"",""ECONOMY"",""SKATER"",""WATERPROOF"",""COMPLIANT"",""MASCULINE"",""QUARTER"",""BREATH"",""BENEATH"",""SLIPPERY"",""APPLES"",""LARGER"",""DUSTPAN"",""DESSERT"",""MODERATE"",""GIRLY"",""CLEF"",""RANDOM""]",0.000095,2,low_a_low_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,12523,html-keyboard-response,69,652934,0.0-3.0-0.29,9,3,2/23/23 0:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Macintosh,Chrome,110.0.0.0,OS X,10_15_7,,,,,,,,,
11827,MASSES,"[""REBELLION"",""TIDE""]",,12523,connector,70,664767,0.0-3.0-1.29,9,3,2/23/23 0:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Macintosh,Chrome,110.0.0.0,OS X,10_15_7,"[""REBELLION"",""TIDE""]",0,piety-bless,masses,"[""BANJO"",""RELIABLE"",""FOOT"",""OREGANO"",""CLAY"",""MARK"",""SUGGEST"",""PIETY"",""PROPHET"",""TIDE"",""HAUNTED"",""BOND"",""FUZZY"",""REBELLION"",""LIEUTENANT"",""TEMPERATURE"",""BLESS"",""APEX"",""SMELL"",""SPOT""]",0.0000944,2,low_a_low_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,12523,html-keyboard-response,71,665782,0.0-3.0-0.30,9,3,2/23/23 0:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Macintosh,Chrome,110.0.0.0,OS X,10_15_7,,,,,,,,,
10148,UNCOUTH,"[""REPUGNANT"",""FOUL""]",,12523,connector,72,675936,0.0-3.0-1.30,9,3,2/23/23 0:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Macintosh,Chrome,110.0.0.0,OS X,10_15_7,"[""REPUGNANT"",""FOUL""]",1,foul-repugnant,uncouth,"[""SAMENESS"",""HIT"",""DORMANT"",""BAD"",""KEEN"",""FOUL"",""ELEVATE"",""OLDER"",""LEAFY"",""REPUGNANT"",""RELATIONSHIP"",""SISTER"",""PISTON"",""ADDED"",""REVOLVER"",""BEARING"",""BLOOD"",""EVERGREEN"",""RIFT"",""NEPHEW""]",0.0000904,1,low_a_low_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,12523,html-keyboard-response,73,676948,0.0-3.0-0.31,9,3,2/23/23 0:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Macintosh,Chrome,110.0.0.0,OS X,10_15_7,,,,,,,,,
35384,DIVING,"[""UPSTREAM"",""METHODICAL""]",,12523,connector,74,712338,0.0-3.0-1.31,9,3,2/23/23 0:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Macintosh,Chrome,110.0.0.0,OS X,10_15_7,"[""UPSTREAM"",""METHODICAL""]",0,upstream-flowing,diving,"[""UPSTREAM"",""PUFF"",""SCAPEGOAT"",""EDUCATED"",""ROTATION"",""KITTY"",""FLOWING"",""METHODICAL"",""DETACHMENT"",""ALIENS"",""LUCK"",""RUE"",""BOIL"",""POSTER"",""APE"",""DIET"",""WEEKLY"",""CULTIVATE"",""MANGO"",""ANGELIC""]",0.000158944,1,low_a_high_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,12523,html-keyboard-response,75,713349,0.0-3.0-0.32,9,3,2/23/23 0:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Macintosh,Chrome,110.0.0.0,OS X,10_15_7,,,,,,,,,
16356,EATING,"[""CANDY"",""LEMONY""]",,12523,connector,76,729711,0.0-3.0-1.32,9,3,2/23/23 0:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Macintosh,Chrome,110.0.0.0,OS X,10_15_7,"[""CANDY"",""LEMONY""]",0,platter-inedible,eating,"[""EROSION"",""UNSUCCESSFUL"",""PEEK"",""WIND"",""SOLDER"",""CLAIM"",""IMPAIRMENT"",""PLATTER"",""ACTIONS"",""RULING"",""LIT"",""RAVENOUS"",""LEMONY"",""CANDY"",""INEDIBLE"",""TEENS"",""MOVIES"",""POP"",""EARRING"",""LISP""]",0.000159968,17,high_a_high_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,12523,html-keyboard-response,77,730725,0.0-3.0-0.33,9,3,2/23/23 0:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Macintosh,Chrome,110.0.0.0,OS X,10_15_7,,,,,,,,,
18008,FOUNTAIN,"[""WATER"",""THIRST""]",,12523,connector,78,748740,0.0-3.0-1.33,9,3,2/23/23 0:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Macintosh,Chrome,110.0.0.0,OS X,10_15_7,"[""WATER"",""THIRST""]",0,water-baptize,fountain,"[""LOCOMOTIVE"",""FORECAST"",""FINALE"",""FEET"",""THIRST"",""HELPFUL"",""ANTISEPTIC"",""TEENAGERS"",""SUNFLOWER"",""WATER"",""AFFECT"",""LIVID"",""WADDLE"",""TERMITES"",""GRUB"",""GRUNT"",""PSYCHOSIS"",""LOTTERY"",""DEAL"",""BAPTIZE""]",0.000172177,1,low_a_high_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,12523,html-keyboard-response,79,749749,0.0-3.0-0.34,9,3,2/23/23 0:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Macintosh,Chrome,110.0.0.0,OS X,10_15_7,,,,,,,,,
6792,STEAK,"[""SIRLOIN"",""GRILL""]",,12523,connector,80,756547,0.0-3.0-1.34,9,3,2/23/23 0:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Macintosh,Chrome,110.0.0.0,OS X,10_15_7,"[""SIRLOIN"",""GRILL""]",1,grill-sirloin,steak,"[""HARDCORE"",""JAZZ"",""GAZE"",""TWINS"",""UNDERSTANDING"",""FROST"",""ENRAGE"",""GRILL"",""ELEVEN"",""HUGE"",""REFRESHING"",""SMOOTH"",""ARACHNID"",""HUT"",""SIRLOIN"",""NOD"",""TURKEY"",""DISBELIEVE"",""JET"",""CRAFTSMAN""]",0.000190508,372,high_a_high_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,12523,html-keyboard-response,81,757558,0.0-3.0-0.35,9,3,2/23/23 0:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Macintosh,Chrome,110.0.0.0,OS X,10_15_7,,,,,,,,,
16641,INCONSISTENT,"[""RARENESS"",""THREATEN""]",,12523,connector,82,774204,0.0-3.0-1.35,9,3,2/23/23 0:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Macintosh,Chrome,110.0.0.0,OS X,10_15_7,"[""RARENESS"",""THREATEN""]",0,variance-edit,inconsistent,"[""SALOON"",""VEX"",""POWER"",""VARIANCE"",""SENDING"",""WEATHERMAN"",""LURE"",""EMBRACE"",""SPIES"",""PEARL"",""VARIETY"",""LARGELY"",""PAPRIKA"",""LIGHTEN"",""RARENESS"",""PASTA"",""SCAR"",""THREATEN"",""EDIT"",""POUND""]",0.00009,1,low_a_low_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,12523,html-keyboard-response,83,775216,0.0-3.0-0.36,9,3,2/23/23 0:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Macintosh,Chrome,110.0.0.0,OS X,10_15_7,,,,,,,,,
7635,HOUSEFLY,"[""WINGS"",""EXPLORING""]",,12523,connector,84,782857,0.0-3.0-1.36,9,3,2/23/23 0:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Macintosh,Chrome,110.0.0.0,OS X,10_15_7,"[""WINGS"",""EXPLORING""]",0,wings-sparrow,housefly,"[""IMPOVERISHED"",""INTEGRAL"",""MAGMA"",""HEARTBEAT"",""FULFILL"",""FORK"",""CHARGE"",""FLEECE"",""SPARROW"",""ALTERNATE"",""EYELINER"",""BIRDIE"",""REACH"",""WINGS"",""LONE"",""POLICE"",""EXPLORING"",""DONUT"",""HUH"",""DAGGER""]",0.0000919,1,low_a_low_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,12523,html-keyboard-response,85,783862,0.0-3.0-0.37,9,3,2/23/23 0:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Macintosh,Chrome,110.0.0.0,OS X,10_15_7,,,,,,,,,
6027,PERCENT,"[""GRATUITY"",""RELATIVE""]",,12523,connector,86,789895,0.0-3.0-1.37,9,3,2/23/23 0:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Macintosh,Chrome,110.0.0.0,OS X,10_15_7,"[""GRATUITY"",""RELATIVE""]",0,paid-gratuity,percent,"[""FLATTERING"",""GRATUITY"",""VIBRATE"",""SUPERB"",""SLINGSHOT"",""ANTENNA"",""HIKING"",""TRIANGLE"",""BEARS"",""ASSET"",""EARLY"",""PAINTING"",""DECEPTION"",""SOW"",""PAID"",""APPREHENSIVE"",""HIPSTER"",""PORTRAY"",""OBSERVANT"",""RELATIVE""]",0.0000967,1,low_a_low_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,12523,html-keyboard-response,87,790912,0.0-3.0-0.38,9,3,2/23/23 0:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Macintosh,Chrome,110.0.0.0,OS X,10_15_7,,,,,,,,,
6782,UNDERWORLD,"[""PURGATORY"",""BIBLICAL""]",,12523,connector,88,797700,0.0-3.0-1.38,9,3,2/23/23 0:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Macintosh,Chrome,110.0.0.0,OS X,10_15_7,"[""PURGATORY"",""BIBLICAL""]",0,purgatory-heaven,underworld,"[""LEDGER"",""RELATED"",""INTERN"",""COMPATIBLE"",""PURGATORY"",""CABINET"",""FINGERS"",""NET"",""BUM"",""BROWN"",""PANTS"",""SEDATIVE"",""BIBLICAL"",""CLAMS"",""FORETHOUGHT"",""HEAVEN"",""SUPER"",""MONTH"",""BLONDE"",""SLUR""]",0.000163131,16,high_a_high_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,12523,html-keyboard-response,89,798712,0.0-3.0-0.39,9,3,2/23/23 0:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Macintosh,Chrome,110.0.0.0,OS X,10_15_7,,,,,,,,,
6014,COST,"[""TIPS"",""BANK""]",,12523,connector,90,804732,0.0-3.0-1.39,9,3,2/23/23 0:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Macintosh,Chrome,110.0.0.0,OS X,10_15_7,"[""TIPS"",""BANK""]",0,auction-bank,cost,"[""TIPS"",""SCULPTURE"",""TOGETHERNESS"",""INQUISITIVE"",""PARALLEL"",""USUAL"",""FOLLOWING"",""SHAVE"",""AUCTION"",""LEPRECHAUN"",""BANK"",""SHUTTLE"",""BUBBLING"",""GALOSHES"",""WOODSMAN"",""TUB"",""RESIGNATION"",""FLUORESCENT"",""PEPPERONI"",""INTRODUCTION""]",0.000169178,20,high_a_high_p,
